lastName	yearOfBirth	yearOfDeath	fullName	job	location	yearPostingStart	yearPostingEnd	notes
STANTON	1968		STANTON, LOUISE J., O.B.E.	High Commissioner	Malta	2009	2012	
STAPLES	1929		STAPLES, H.A. JUSTIN, C.M.G.	Counsellor and Head of Chancery	U.K. Delegation to N.A.T.O.	1971	1974	
STAPLES	1929		STAPLES, H.A. JUSTIN, C.M.G.	Counsellor, Embassy	Thailand	1974	1978	
STAPLES	1929		STAPLES, H.A. JUSTIN, C.M.G.	Counsellor, Embassy	Ireland	1978	1981	
STAPLES	1929		STAPLES, H.A. JUSTIN, C.M.G.	Ambassador to Thailand, 1981-1986, and Laos		1985	1986	
STAPLES	1929		STAPLES, H.A. JUSTIN, C.M.G.	Ambassador	Finland	1986	1989	
STAPLETON	1800	1880	STAPLETON, AUGUSTUS G.	Private Secretary	Foreign Secretary	1824	1827	
STARK	1916	2006	STARK, SIR ANDREW A.S., K.C.M.G., C.V.O.	Head of Establishment and Organization Department	Foreign Office	1960	1964	
STARK	1916	2006	STARK, SIR ANDREW A.S., K.C.M.G., C.V.O.	Counsellor and Head of Chancery, Embassy	Federal Republic of Germany	1964	1968	
STARK	1916	2006	STARK, SIR ANDREW A.S., K.C.M.G., C.V.O.	Under-Secretary	United Nations Organization	1968	1971	
STARK	1916	2006	STARK, SIR ANDREW A.S., K.C.M.G., C.V.O.	Ambassador	Denmark	1971	1976	
STARK	1916	2006	STARK, SIR ANDREW A.S., K.C.M.G., C.V.O.	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Review Staff)		1976	1977	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Head of European Economic Organizations/European Economic Integration Department	Foreign Office	1965	1968	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Consul-General	Sao Paulo	1968	1970	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Head of European Economic Integration Department	Foreign and Commonwealth Office	1970	1971	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Minister (Economic)	Federal Republic of Germany	1971	1975	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Assistant Under-Secretary for Foreign and Commonwealth Affairs		1975	1975	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Economic)		1975	1977	
STATHAM	1922	2001	STATHAM, SIR NORMAN, K.C.M.G., C.V.O.	Ambassador	Brazil	1977	1979	
STAUNTON	1967		STAUNTON, ANDREW J.	Counsellor and Deputy Head of Mission	Ireland	2009	2013	
STAUNTON	1967		STAUNTON, ANDREW J.	Counsellor and Deputy Head of Mission	Greece	2013	2013	
STAVELEY	1793	18	STAVELEY, THOMAS	Senior Clerk, Foreign Office, 1839-1857, and Senior Clerk, Slave Trade Department		1845	1851	
STAVELEY	1793	18	STAVELEY, THOMAS	 Senior Clerk	Consular Department	1851	1857	
STAVELEY	1825	1887	STAVELEY, THOMAS G.	Senior Clerk, French Department, Foreign Office		1860	1882	
STAVELEY	1825	1887	STAVELEY, THOMAS G.	Senior Clerk, Western Department, Foreign Office		1882	1885	
STEEL	1903	1973	STEEL, SIR CHRISTOPHER E., G.C.M.G., M.V.O.	Counsellor, Embassy	Egypt	1943	1945	
STEEL	1903	1973	STEEL, SIR CHRISTOPHER E., G.C.M.G., M.V.O.	Deputy High Commissioner	Germany	1949	1950	
STEEL	1903	1973	STEEL, SIR CHRISTOPHER E., G.C.M.G., M.V.O.	Minister	U.S.A.	1950	1953	
STEEL	1903	1973	STEEL, SIR CHRISTOPHER E., G.C.M.G., M.V.O.	Permanent Representative	N.A.T.O.	1953	1957	
STEEL	1903	1973	STEEL, SIR CHRISTOPHER E., G.C.M.G., M.V.O.	Ambassador	Federal Republic of Germany	1957	1963	
STEGGLE	1932		STEGGLE, TERENCE H., C.M.G.	Ambassador	Panama	1983	1986	
STEGGLE	1932		STEGGLE, TERENCE H., C.M.G.	Consul-General	Sao Paulo	1986	1987	
STEGGLE	1932		STEGGLE, TERENCE H., C.M.G.	Ambassador	Paraguay	1989	1991	
STEPHEN	1850	1908	STEPHEN, SIR ALEXANDER CONDIE, K.C.M.G., K.C.V.O. C.B.	Charge d’Affaires	Saxe-Coburg	1893	1897	
STEPHEN	1850	1908	STEPHEN, SIR ALEXANDER CONDIE, K.C.M.G., K.C.V.O. C.B.	Minister Resident	Saxony	1897	1901	
STEPHENS	1910	1981	STEPHENS, PETER S., C.M.G.	Commercial Counsellor	Venezuela	1955	1959	
STEPHENS	1910	1981	STEPHENS, PETER S., C.M.G.	Commercial Counsellor	Spain	1959	1962	
STEPHENS	1910	1981	STEPHENS, PETER S., C.M.G.	Consul-General	Milan	1962	1968	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Deputy High Commissioner	Pakistan	1947	1949	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Counsellor	Middle East Office	1952	1954	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Ambassador	South Vietnam	1954	1957	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Consul-General	New York	1957	1960	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Deputy Under-Secretary for Foreign Affairs (Defence and Intelligence)		1960	1963	
STEPHENSON	1906	1972	STEPHENSON, SIR HUGH S., G.B.E., K.C.M.G., C.I.E., C.V.O.	Ambassador	South Africa	1963	1966	
STEPHENSON	1893	1948	STEPHENSON, SIR JOHN E., K.C.M.G., C.V.O., O.B.E.	Assistant Secretary	Dominions Office	1936	1939	
STEPHENSON	1893	1948	STEPHENSON, SIR JOHN E., K.C.M.G., C.V.O., O.B.E.	Assistant Under-Secretary for the Dominions		1939	1945	
STEPHENSON	1893	1948	STEPHENSON, SIR JOHN E., K.C.M.G., C.V.O., O.B.E.	Deputy Under-Secretary for the Dominions/Commonwealth Relations		1947	1948	
STEPHENSON	1926	2014	STEPHENSON, STANLEY, C.M.G.	Inspector		1978	1980	
STEPHENSON	1926	2014	STEPHENSON, STANLEY, C.M.G.	Ambassador	Panama	1981	1983	
STEPHENSON	1926	2014	STEPHENSON, STANLEY, C.M.G.	Consul-General	Vancouver	1983	1986	
STEPTOE	1892	1949	STEPTOE, HARRY N.	Consul-General	Leopoldville	1946	1948	
STEPTOE	1892	1949	STEPTOE, HARRY N.	Minister	El Salvador	1948	1949	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Head of Far East Department	Foreign Office	1940	1942	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Minister	Turkey	1942	1944	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Head of Far East Department	Foreign Office	1944	1946	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Political Representative/Minister	Bulgaria	1947	1949	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Deputy Commissioner-General for South-East Asia		1950	1953	
STERNDALE BENNETT	1895	1969	STERNDALE BENNETT, SIR JOHN C., K.C.M.G., M.C.	Head of the British Middle East Office		1953	1955	
STEVENS	1949		STEVENS, MARK	Consul-General	Alexandria	1999	2003	
STEVENS	1906	1980	STEVENS, SIR ROGER B., K.C.M.G.	Head of the Economic Relations Department	Foreign Office	1946	1948	
STEVENS	1906	1980	STEVENS, SIR ROGER B., K.C.M.G.	Assistant Under-Secretary for Foreign Affairs (German Economy)		1948	1951	
STEVENS	1906	1980	STEVENS, SIR ROGER B., K.C.M.G.	Ambassador	Sweden	1951	1954	
STEVENS	1906	1980	STEVENS, SIR ROGER B., K.C.M.G.	Ambassador	Iran	1954	1958	
STEVENS	1906	1980	STEVENS, SIR ROGER B., K.C.M.G.	Deputy Under-Secretary for Foreign Affairs (Middle East and North America)		1958	1963	
STEVENSON	1894	1967	STEVENSON, RALPH C., C.B.E.	Consul-General	Rio de Janeiro	1939	1947	
STEVENSON	1894	1967	STEVENSON, RALPH C., C.B.E.	Consul-General	Zagreb	1947	1952	
STEVENSON	1894	1967	STEVENSON, RALPH C., C.B.E.	Consul-General	Naples	1952	1954	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Adviser on League of Nations Affairs		1937	1939	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Principal Private Secretary	Foreign Secretary	1939	1941	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Minister	Uruguay	1941	1943	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Ambassador	Yugoslavia	1943	1946	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Ambassador	China	1946	1949	
STEVENSON	1895	1977	STEVENSON, SIR RALPH C.S., G.C.M.G.	Ambassador	Egypt	1950	1955	
STEW	1964		STEW, TIMOTHY D., M.B.E.	Counsellor and Deputy Head of Mission	Kuwait	2007	2010	
STEW	1964		STEW, TIMOTHY D., M.B.E.	High Commissioner	Trinidad and Tobago	2015	2015	
STEWARD	1899	1991	STEWARD, NIGEL O.W., O.B.E.	Minister	Paraguay	1944	1945	
STEWARD	1899	1991	STEWARD, NIGEL O.W., O.B.E.	Minister	Nicaragua	1948	1952	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Counsellor, Embassy	Indonesia	1950	1952	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Counsellor, Embassy	the Netherlands	1952	1954	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Minister	South Korea	1954	1956	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Consul-General	Jerusalem	1957	1959	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Ambassador	Iceland	1959	1961	
STEWART	1907	1979	STEWART, A. CHARLES, C.M.G., O.B.E.	Ambassador	Libya	1962	1963	
STEWART	1950		STEWART, BRIAN E.	Counsellor and Deputy Head of Mission	Syria	1993	1996	
STEWART	1950		STEWART, BRIAN E.	Counsellor and Deputy Head of Mission	Kuwait	1998	2001	
STEWART	1950		STEWART, BRIAN E.	Ambassador	Algeria	2004	2005	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Head of Information Policy Department	Foreign Office	1955	1957	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Head of Information Executive Department	Foreign Office	1957	1958	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Counsellor, Embassy	South Vietnam	1958	1961	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Counsellor and Head of Chancery	Embassy		1963	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Consul-General	Luanda	1963	1967	
STEWART	1912	1988	STEWART, C. COSMO B., C.M.G.	Head of Cultural Relations Department	Foreign and Commonwealth Office	1967	1972	
STEWART	1921	1984	STEWART, SIR DUGALD L.L., K.C.V.O., C.M.G.	Commercial Counsellor	U.S.S.R.	1962	1965	
STEWART	1921	1984	STEWART, SIR DUGALD L.L., K.C.V.O., C.M.G.	Inspector		1966	1968	
STEWART	1921	1984	STEWART, SIR DUGALD L.L., K.C.V.O., C.M.G.	Counsellor, Embassy	United Arab Republic	1968	1970	
STEWART	1921	1984	STEWART, SIR DUGALD L.L., K.C.V.O., C.M.G.	Ambassador	Yugoslavia	1971	1977	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Deputy High Commissioner	Barbados	1970	1972	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Deputy High Commissioner	Uganda	1973	1974	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Ambassador	North Vietnam	1975	1976	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Head of Hong Kong Department	Foreign and Commonwealth Office	1976	1978	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Ambassador	Laos	1978	1980	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	Ambassador	Mozambique	1980	1984	
STEWART	1927	1995	STEWART, JOHN A.B., C.M.G., O.B.E.	High Commissioner	Sri Lanka	1984	1987	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Counsellor, U.K. Commission, South-East Asia		1951	1954	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Counsellor, Embassy	Turkey	1954	1959	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Charge d’Affaires	China	1959	1962	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Senior Civilian Insructor	Imperial Defence College	1962	1964	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Minister	U.S.A.	1964	1967	
STEWART	1911	1994	STEWART, SIR MICHAEL N.F., K.C.M.G., O.B.E.	Ambassador	Greece	1967	1971	
STEWART	1883	1937	STEWART, WALTER A.	Acting Senior Clerk, Treaty Department, Foreign Office		1916	1920	
STEWART	1883	1937	STEWART, WALTER A.	Director, Foreign Division, Department of Overseas Trade		1920	1922	
STEWART	1883	1937	STEWART, WALTER A.	Counsellor, Embassy	Brazil	1922	1924	
STIMSON	1939		STIMSON, ROBERT F., C.B.E.	Commercial Counsellor	German Democratic Republic	1980	1981	
STIMSON	1939		STIMSON, ROBERT F., C.B.E.	Inspector		1982	1984	
STIMSON	1939		STIMSON, ROBERT F., C.B.E.	Counsellor and Head of Chancery, Embassy	Ireland	1984	1987	
STIMSON	1939		STIMSON, ROBERT F., C.B.E.	Governor	St.Helena	1988	1991	
STIRLING	1926	2014	STIRLING, SIR ALEXANDER J.D., K.B.E., C.M.G.	Political Agent/Ambassador	Bahrain	1969	1972	
STIRLING	1926	2014	STIRLING, SIR ALEXANDER J.D., K.B.E., C.M.G.	Counsellor and Head of Chancery, Embassy	Lebanon	1972	1975	
STIRLING	1926	2014	STIRLING, SIR ALEXANDER J.D., K.B.E., C.M.G.	Ambassador	Iraq	1977	1980	
STIRLING	1926	2014	STIRLING, SIR ALEXANDER J.D., K.B.E., C.M.G.	Ambassador	Tunisia	1981	1984	
STIRLING	1926	2014	STIRLING, SIR ALEXANDER J.D., K.B.E., C.M.G.	Ambassador	Sudan	1984	1986	
STIRLING	1901	1986	STIRLING, SIR CHARLES N., K.C.M.G., K.C.V.O.	Head of the French Department	Foreign Office	1942	1944	
STIRLING	1901	1986	STIRLING, SIR CHARLES N., K.C.M.G., K.C.V.O.	Counsellor, Embassy	Portugal	1946	1949	
STIRLING	1901	1986	STIRLING, SIR CHARLES N., K.C.M.G., K.C.V.O.	Consul-General	Tangier	1949	1951	
STIRLING	1901	1986	STIRLING, SIR CHARLES N., K.C.M.G., K.C.V.O.	Ambassador	Chile	1951	1955	
STIRLING	1901	1986	STIRLING, SIR CHARLES N., K.C.M.G., K.C.V.O.	Ambassador	Portugal	1955	1960	
STITT	1948		STITT, T. CLIVE S.	Head of Commonwealth Co-ordination Department	Foreign and Commonwealth Office	1988	1992	
STITT	1948		STITT, T. CLIVE S.	Counsellor	U.K. Delegation to the United Nations Organization	1992	1995	
STITT	1948		STITT, T. CLIVE S.	Inspector		1996	1999	
STOBART	1920	1991	STOBART, PATRICK D., C.B.E.	Commercial Counsellor	Finland	1960	1964	
STOBART	1920	1991	STOBART, PATRICK D., C.B.E.	Commercial Counsellor	Denmark	1964	1966	
STOBART	1920	1991	STOBART, PATRICK D., C.B.E.	Consul-General	Gothenburg	1966	1968	
STOBART	1920	1991	STOBART, PATRICK D., C.B.E.	Head of Export Promotion Department	Foreign and Commonwealth Office	1970	1971	
STOBART	1920	1991	STOBART, PATRICK D., C.B.E.	Consul-General	Zurich	1971	1975	
STOCKLEY	1900	1981	STOCKLEY, GERALD E., C.B.E.	Head of Far East Information Department	Foreign Office	1949	1950	
STOCKLEY	1900	1981	STOCKLEY, GERALD E., C.B.E.	Minister	Honduras	1950	1954	
STOCKLEY	1900	1981	STOCKLEY, GERALD E., C.B.E.	Consul-General	Naples	1954	1959	
STODDART	1937		STODDART, ANNE E., C.M.G.	Deputy Permanent Representative (Economic Affairs), United Nations Organizations, Geneva		1991	1996	
STOKES	1965		STOKES, ANTONY, L.V.O.	Ambassador	Vietnam	2010	2014	
STOKES	1965		STOKES, ANTONY, L.V.O.	Ambassador	Cuba	2016	2016	
STONE	1903	1985	STONE, RIVERSDALE G., C.M.G., O.B.E.	Commercial Counsellor	Indonesia	1949	1951	
STONE	1903	1985	STONE, RIVERSDALE G., C.M.G., O.B.E.	Commercial Counsellor	Mexico	1952	1957	
STONE	1903	1985	STONE, RIVERSDALE G., C.M.G., O.B.E.	Consul-General	Los Angeles	1957	1959	
STONEHEWER BIRD	1891	1973	STONEHEWER BIRD, SIR HUGH, K.C.M.G., O.B.E.	Consul-General	Addis Ababa	1937	1940	
STONEHEWER BIRD	1891	1973	STONEHEWER BIRD, SIR HUGH, K.C.M.G., O.B.E.	Minister	Saudi Arabia	1940	1943	
STONEHEWER BIRD	1891	1973	STONEHEWER BIRD, SIR HUGH, K.C.M.G., O.B.E.	Consul-General	Morocco (Rabat)	1943	1945	
STONEHEWER BIRD	1891	1973	STONEHEWER BIRD, SIR HUGH, K.C.M.G., O.B.E.	Ambassador	Iraq	1945	1948	
STORAR	1920	1997	STORAR, LEONORE E.T.	Head of General and Migration Department	Commonwealth Relations Office	1962	1967	
STORAR	1920	1997	STORAR, LEONORE E.T.	Consul-General	Boston	1969	1971	
STORAR	1920	1997	STORAR, LEONORE E.T.	Head of Commonwealth Co-ordination Department	Foreign and Commonwealth Office	1971	1975	
STOREY	1892	19	STOREY, WILLIAM N., O.B.E.	Commercial Counsellor	U.S.A.	1947	1949	
STOREY	1892	19	STOREY, WILLIAM N., O.B.E.	Consul-General	Detroit	1949	1952	
STOUT	1913	2001	STOUT, SAMUEL C.	Commercial Counsellor	Australia	1966	1970	
STOUT	1913	2001	STOUT, SAMUEL C.	Deputy High Commissioner and Minister (Commercial)	Pakistan	1968	1970	
STOUT	1913	2001	STOUT, SAMUEL C.	Consul-General	St. Louis	1970	1972	
STRACHAN	1917	2013	STRACHAN, ALEXANDER W.B., O.B.E.	Consul-General	Lahore	1973	1974	
STRACHAN	1917	2013	STRACHAN, ALEXANDER W.B., O.B.E.	Economic and Commercial Counsellor, Embassy	Pakistan	1974	1977	
STRACHAN	1924	2016	STRACHAN, Major BENJAMIN L., C.M.G.	Counsellor, Embassy	Jordan	1969	1971	
STRACHAN	1924	2016	STRACHAN, Major BENJAMIN L., C.M.G.	Consul-General	Vancouver	1974	1976	
STRACHAN	1924	2016	STRACHAN, Major BENJAMIN L., C.M.G.	Ambassador	Yemen	1977	1978	
STRACHAN	1924	2016	STRACHAN, Major BENJAMIN L., C.M.G.	Ambassador	Lebanon	1978	1981	
STRACHAN	1924	2016	STRACHAN, Major BENJAMIN L., C.M.G.	Ambassador	Algeria	1981	1984	
STRACHEY	1828	1912	STRACHEY, GEORGE	Secretary of Legation	Argentina	1866	1866	(did not proceed)
STRACHEY	1828	1912	STRACHEY, GEORGE	Secretary of Legation	Denmark	1867	1873	
STRACHEY	1828	1912	STRACHEY, GEORGE	Secretary of Legation	Switzerland	1873	1873	
STRACHEY	1828	1912	STRACHEY, GEORGE	Charge d’Affaires /Minister Resident	Saxony	1873	1897	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Counsellor, Embassy	U.S.S.R.	1930	1933	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Adviser on League of Nations Affairs		1934	1937	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Head of the Central Department	Foreign Office	1937	1939	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Head of the Western Department	Foreign Office	1939	1939	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Assistant Under-Secretary for Foreign Affairs (West/Central Europe)		1939	1943	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Permanent Under-Secretary for Foreign Affairs (German Section)		1947	1949	
STRANG	1893	1978	STRANG, SIR WILLIAM, G.C.B., G.C.M.G., M.B.E. (later 1st LORD STRANG)	Permanent Under-Secretary for Foreign Affairs		1949	1953	
STRANGFORD	1780	1855	STRANGFORD, Rt. Hon. PERCY, 6th VISCOUNT, G.C.B.	Secretary of Legation	Portugal	1803	1808	
STRANGFORD	1780	1855	STRANGFORD, Rt. Hon. PERCY, 6th VISCOUNT, G.C.B.	Minister	Sweden	1817	1820	
STRANGFORD	1780	1855	STRANGFORD, Rt. Hon. PERCY, 6th VISCOUNT, G.C.B.	Ambassador	Turkey	1820	1824	
STRANGFORD	1780	1855	STRANGFORD, Rt. Hon. PERCY, 6th VISCOUNT, G.C.B.	Ambassador	Russia	1825	1828	
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Secretary of Embassy	Turkey	1809	1812	
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Minister	Switzerland	1814	1820	
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Minister	U.S.A.	1820	1825	
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Ambassador	Turkey	1825	1827	
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Ambassador	Russia	1832		
STRATFORD DE REDCLIFFE	1786	1880	STRATFORD DE REDCLIFFE, Rt. Hon. 1st VISCOUNT, K.G., G.C.B.	Ambassador	Turkey	1841	1858	
STRATHNAIRN			STRATHNAIRN					
STRATON			STRATON, ALEXANDER	Secretary of Legation	Austria	1789	1799	
STRATON			STRATON, ALEXANDER	Secretary of Embassy	Turkey	1802	1805	
STRATON			STRATON, ALEXANDER	Minister	Sweden	1807	1807	
STRATTON	1924	1988	STRATTON, SIR RICHARD J., K.C.M.G.	Counsellor and Head of Chancery	Chancery, High Commission, Pakistan	1966	1969	
STRATTON	1924	1988	STRATTON, SIR RICHARD J., K.C.M.G.	Political Adviser	Hong Kong	1972	1974	
STRATTON	1924	1988	STRATTON, SIR RICHARD J., K.C.M.G.	Ambassador to Zaire and the Congo, 1974-1977, to Burundi, 1975-1977 and to Rwanda		1977	1977	
STRATTON	1924	1988	STRATTON, SIR RICHARD J., K.C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Dependent Territories)		1977	1980	
STRATTON	1924	1988	STRATTON, SIR RICHARD J., K.C.M.G.	High Commissioner	New Zealand	1980	1984	
STREAMS	1935		STREAMS, PETER J., C.M.G.	Inspector		1979	1982	
STREAMS	1935		STREAMS, PETER J., C.M.G.	Consul-General	Karachi	1982	1985	
STREAMS	1935		STREAMS, PETER J., C.M.G.	Commercial Counsellor	Sweden	1985	1989	
STREAMS	1935		STREAMS, PETER J., C.M.G.	Ambassador	Honduras and El Salvador	1989	1991	
STREAMS	1935		STREAMS, PETER J., C.M.G.	Ambassador	Sudan	1991	1994	
STREET	1918	2007	STREET, JOHN E.D., C.M.G.	Ambassador	Madagascar	1961	1962	
STREET	1918	2007	STREET, JOHN E.D., C.M.G.	Head of Security Department	Foreign Office	1963	1964	
STREET	1918	2007	STREET, JOHN E.D., C.M.G.	Head of Atomic Energy and Disarmament Department	Foreign Office	1964	1967	
STREETON	1930	2017	STREETON, SIR TERENCE G., K.B.E., C.M.G.	Head of Finance Department	Foreign and Commonwealth Office	1979	1982	
STREETON	1930	2017	STREETON, SIR TERENCE G., K.B.E., C.M.G.	Assistant Under-Secretary for Foreign Affairs (Principal Finance Officer)		1982	1983	
STREETON	1930	2017	STREETON, SIR TERENCE G., K.B.E., C.M.G.	High Commissioner	Bangladesh	1983	1989	
STRONG	1922	2003	STRONG, JOHN C., C.B.E.	Counsellor and Head of Chancery	Chancery, High Commission, Tanzania	1973	1978	
STRONG	1922	2003	STRONG, JOHN C., C.B.E.	Governor	the Turks and Caicos Islands	1978	1982	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Secretary of Legation	Mexico	1894	1899	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Secretary of Legation	Greece	1899	1903	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Consul-General	Buda-Pest	1903	1905	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Secretary of Embassy (Counsellor)	Turkey	1905	1906	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Minister Resident	Colombia	1906	1911	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Minister	Mexico	1911	1913	
STRONGE	1856	1924	STRONGE, SIR FRANCIS W., K.C.M.G.	Minister	Chile	1913	1918	
STUART	1928	2014	STUART, ANDREW C., C.M.G.	Head of Hong Kong and Indian Ocean Department	Foreign and Commonwealth Office	1972	1975	
STUART	1928	2014	STUART, ANDREW C., C.M.G.	Counsellor, Embassy	Indonesia	1975	1978	
STUART	1928	2014	STUART, ANDREW C., C.M.G.	Resident Commissioner	New Hebrides	1978	1980	
STUART	1928	2014	STUART, ANDREW C., C.M.G.	Ambassador	Finland	1980	1983	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Secretary of Legation	Austria	1801	1804	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Secretary of Embassy	Russia	1804	1808	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Minister	Portugal	1810	1814	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Ambassador	Netherlands	1815	1815	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Ambassador	France	1815	1824	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Ambassador	France	1828	1831	
STUART	1779	1845	STUART, Rt. Hon. SIR CHARLES, G.C.B. (later 1st LORD STUART DE ROTHESAY)	Ambassador	Russia	1841	1844	
STUART			STUART, CHRISTOPHER C.	Consul-General	Osaka	2007	2009	
STUART			STUART, CHRISTOPHER C.	Ambassador	Outer Mongolia	2012	2015	
STUART			STUART, Major ROBERT (c.1812-1901)	Minister Resident	Haiti	1874	1883	
