lastName	yearOfBirth	yearOfDeath	fullName	job	location	yearPostingStart	yearPostingEnd	notes
DIBBLE	1940		DIBBLE, ROY E.	Director/Chief Executive, General Services, Foreign and Commonwealth Office		1996	2001	
DIBLE	1890	1976	DIBLE, JAMES K.V.	Consul-General	Amsterdam	1938	1939	
DICK			DICK, COLIN	Deputy High Commissioner	Barbados	2013		
DICKIE			DICKIE, HARRY E. (18_-1933)	Consul-General	Lourenco Marques	1923	1925	
DICKINSON	1955		DICKINSON, W. MARK L., O.B.E.	Ambassador	Macedonia	1997	2001	
DICKSON	1931		DICKSON, GEORGE, C.B.E.	Deputy High Commissioner	Jamaica	1985	1987	
DICKSON	1931		DICKSON, GEORGE, C.B.E.	Consul-General	Amsterdam	1987	1991	
DICKSON	1962		DICKSON, SARAH M.	Ambassador	Guatemala	2012	2015	
DICKSON	1873	1951	DICKSON, SPENSER S., C.M.G.	Consul-General	Marseilles	1923	1930	
DICKSON	1873	1951	DICKSON, SPENSER S., C.M.G.	Minister	Colombia	1930	1936	
DICKSON	1950		DICKSON, WILLIAM A.	Ambassador	Outer Mongolia	2009	2011	
DICKSON			DICKSON, WILLIAM J. (18_-1900)	Secretary of Legation	Persia	1882	1885	
DICKSON			DICKSON, WILLIAM J. (18_-1900)	Minister Resident	Colombia	1885	1892	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Deputy High Commissioner	Jamaica	1962	1964	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Head of Mediterranean Department	Commonwealth Relations Office	1965	1966	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Head of United Nations, Western and Middle East Department, Commonwealth Office		1966	1967	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Head of American Department	Foreign and Commonwealth Office	1967	1968	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Head of Latin American Department	Foreign and Commonwealth Office	1968	1969	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	Commercial Counsellor	Zambia	1969	1973	
DIGGINES	1920	1990	DIGGINES, CHRISTOPHER E., C.M.G.	High Commissioner	Trinidad and Tobago	1973	1977	
DIMOND	1944		DIMOND, PAUL S., C.M.G.	Commercial Counsellor	Japan	1989	1993	
DIMOND	1944		DIMOND, PAUL S., C.M.G.	Counsellor, Embassy	the Netherlands	1994	1997	
DIMOND	1944		DIMOND, PAUL S., C.M.G.	Consul-General	Los Angeles	1997	2001	
DIMOND	1944		DIMOND, PAUL S., C.M.G.	Ambassador	Philippines	2002	2004	
DINWIDDY	1946		DINWIDDY, BRUCE H., C.M.G.	Counsellor, Embassy	Federal Republic of Germany	1989	1991	
DINWIDDY	1946		DINWIDDY, BRUCE H., C.M.G.	Deputy High Commissioner	Canada	1992	1995	
DINWIDDY	1946		DINWIDDY, BRUCE H., C.M.G.	Head of Africa (Southern) Department	Foreign and Commonwealth Office	1995	1998	
DINWIDDY	1946		DINWIDDY, BRUCE H., C.M.G.	High Commissioner	Tanzania	1998	2001	
DINWIDDY	1946		DINWIDDY, BRUCE H., C.M.G.	Governor	the Cayman Islands	2002	2005	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Secretary of Legation	Denmark	1814	1820	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Secretary of Legation	Switzerland	1820	1823	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Secretary of Embassy	Russia	1825	1828	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Minister	Wurtemberg	1828	1833	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Minister	Sweden	1833	1835	
DISBROWE	1790	1851	DISBROWE, SIR EDWARD C.	Minister	Netherlands	1835	1851	
DIXON	1888	1976	DIXON, SIR CHARLES W., K.C.M.G., K.C.V.O., O.B.E.	Assistant Secretary	Dominions Office	1927	1940	
DIXON	1888	1976	DIXON, SIR CHARLES W., K.C.M.G., K.C.V.O., O.B.E.	Assistant Under-Secretary for the Dominions/Commonwealth Relations		1940	1948	
DIXON	1918	1997	DIXON, JACK S., O.B.E.	Head of Treaty and Nationality Department	Foreign and Commonwealth Office	1973	1976	
DIXON	1904	1965	DIXON, SIR PIERSON J., G.C.M.G., C.B.	Principal Private Secretary	Foreign Secretary	1943	1948	
DIXON	1904	1965	DIXON, SIR PIERSON J., G.C.M.G., C.B.	Ambassador	Czechoslovakia	1948	1950	
DIXON	1904	1965	DIXON, SIR PIERSON J., G.C.M.G., C.B.	Deputy Under-Secretary for Foreign Affairs (Political)		1950	1954	
DIXON	1904	1965	DIXON, SIR PIERSON J., G.C.M.G., C.B.	Permanent Representative to the United Nations Organization	New York	1954	1960	
DIXON	1904	1965	DIXON, SIR PIERSON J., G.C.M.G., C.B.	Ambassador	France	1960	1965	
DOBBS	1914	2002	DOBBS, JOSEPH A., C.M.G., O.B.E., T.D.	Counsellor, Embassy	U.S.S.R.	1965	1968	
DOBBS	1914	2002	DOBBS, JOSEPH A., C.M.G., O.B.E., T.D.	Consul-General	Zagreb	1969	1971	
DOBBS	1914	2002	DOBBS, JOSEPH A., C.M.G., O.B.E., T.D.	Minister	U.S.S.R.	1971	1974	
DOBBS	1925	2007	DOBBS, W. BERNARD J.	Charge d’Affaires/Ambassador	Laos	1980	1985	
DOBLE	1936		DOBLE, DENIS H.	Deputy High Commissioner	India	1985	1987	
DOBLE	1936		DOBLE, DENIS H.	Deputy High Commissioner	Jamaica	1987	1991	
DOBLE	1936		DOBLE, DENIS H.	Consul-General	Amsterdam	1991	1996	
DOBLE	1941		DOBLE, JOHN F., O.B.E.	Consul-General	Edmonton	1985	1989	
DOBLE	1941		DOBLE, JOHN F., O.B.E.	Consul-General	Johannesburg	1990	1994	
DOBLE	1941		DOBLE, JOHN F., O.B.E.	High Commissioner	Swaziland	1996	1999	
DODD	1891	1974	DODD, CHARLES E.S.	Counsellor	Persia	1931	1932	
DODD	1891	1974	DODD, CHARLES E.S.	Counsellor, Embassy	Japan	1934	1935	
DODD	1891	1974	DODD, CHARLES E.S.	Counsellor, Embassy	Portugal	1935	1937	
DODD	1891	1974	DODD, CHARLES E.S.	Counsellor, Embassy	Argentina	1937	1939	
DODD	1891	1974	DODD, CHARLES E.S.	Minister	Panama and Costa Rica	1939	1943	
DODD			DODD, THOMAS E.	Counsellor and Deputy Head of Mission	Afghanistan	2009	2010	
DODD			DODD, THOMAS E.	Head of South-East Asia Department	Foreign and Commonwealth Office	2013	2015	
DODD			DODD, THOMAS E.	Head of Counter-Terrorism Department	Foreign and Commonwealth Office	2016	2018	
DODD			DODD, THOMAS E.	Ambassador	Finland	2018		
DODDRELL			DODDRELL, JOHN	Consul-General	Sao Paulo	2010	2015	
DODDS	1891	1972	DODDS, SIR JAMES L., K.C.M.G.	Counsellor, Embassy	Japan	1936	1940	
DODDS	1891	1972	DODDS, SIR JAMES L., K.C.M.G.	Minister	Bolivia	1940	1943	
DODDS	1891	1972	DODDS, SIR JAMES L., K.C.M.G.	Minister	Cuba	1944	1949	
DODDS	1891	1972	DODDS, SIR JAMES L., K.C.M.G.	Minister	Peru	1949	1951	
DODDS	1929		DODDS, JOHN	Commercial Counsellor	Malaysia	1975	1976	
DODSON	1920	2003	DODSON, SIR DEREK S.L., K.C.M.G., M.C.	Head of Central Department	Foreign Office	1963	1966	
DODSON	1920	2003	DODSON, SIR DEREK S.L., K.C.M.G., M.C.	Counsellor, Embassy	Greece	1966	1969	
DODSON	1920	2003	DODSON, SIR DEREK S.L., K.C.M.G., M.C.	Ambassador	Hungary	1970	1973	
DODSON	1920	2003	DODSON, SIR DEREK S.L., K.C.M.G., M.C.	Ambassador	Brazil	1973	1977	
DODSON	1920	2003	DODSON, SIR DEREK S.L., K.C.M.G., M.C.	Ambassador	Turkey	1977	1980	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Commercial Counsellor	Greece	1971	1973	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Political Adviser	Hong Kong	1974	1977	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Ambassador to Zaire, Rwanda and Burundi, 1977-1980, and Congo		1978	1980	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Asia/Far East and South-East Asia)		1980	1984	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Ambassador	Indonesia	1984	1988	
DONALD	1931		DONALD, SIR ALAN E., K.C.M.G.	Ambassador	China	1988	1991	
DONALDSON	1946		DONALDSON, BRIAN	High Commissioner	Namibia	1999	2002	
DONALDSON	1946		DONALDSON, BRIAN	Ambassador	Madagascar	2002	2005	
DONALDSON	1966		DONALDSON, IAN M.	Deputy Permanent Representative	Disarmament Conference	1999		
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	Counsellor, Embassy	Greece	1988	1991	
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	Head of Non-Proliferation Department	Foreign and Commonwealth Office	1992	1995	
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	Deputy Permanent Representative	N.A.T.O.	1995	1997	
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	Ambassador	Yugoslavia	1997	1999	
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	Director, South-East Europe, Foreign and Commonwealth Office		1999	2000	
DONNELLY	1945		DONNELLY, SIR J. BRIAN, K.B.E., C.M.G.	High Commissioner/Ambassador	Zimbabwe	2001	2004	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Director-General, Economic Affairs, Foreign and Commonwealth Office		2004	2007	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Director-General, Europe and Globalisation, Foreign and Commonwealth Office		2007	2008	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Director-General, Strategic Finance, Foreign and Commonwealth Office		2009	2010	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Permanent Under-Secretary, Department of Business, Innovation and Skills		2010	2016	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Joint Permanent Secretary, Department for Business, Energy and Industrial Strategy		2016	2016	
DONNELLY	1958		DONNELLY, SIR MARTIN E., K.C.B., C.M.G.	Permanent Secretary	Department for International Trade	2016	2017	
DOREY	1956		DOREY, GREGORY J., C.V.O.	Economic and Commercial Counsellor	Pakistan	1996	1999	
DOREY	1956		DOREY, GREGORY J., C.V.O.	Assistant Director (Operations), Human Resources Directorate, Foreign and Commonwealth Office		2005	2007	
DOREY	1956		DOREY, GREGORY J., C.V.O.	Ambassador	Hungary	2007	2011	
DOREY	1956		DOREY, GREGORY J., C.V.O.	Ambassador	Ethiopia	2011	2016	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Legation	Persia	1858	1860	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Legation	Argentina	1860	1864	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Legation	Hanover	1864	1866	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Legation	Sweden	1867	1868	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Legation	Portugal	1868	1873	
DORIA	1820	1889	DORIA, WILLIAM	Secretary of Embassy	Russia	1873	1877	
DORMAN	1925		DORMAN, RICHARD B., C.B.E.	Deputy High Commissioner	Sierra Leone	1964	1966	
DORMAN	1925		DORMAN, RICHARD B., C.B.E.	Counsellor and Head of Chancerty, Embassy	Ethiopia	1969	1973	
DORMAN	1925		DORMAN, RICHARD B., C.B.E.	Commercial Counsellor	Romania	1973	1977	
DORMAN	1925		DORMAN, RICHARD B., C.B.E.	Counsellor, Embassy	South Africa	1977	1982	
DORMAN	1925		DORMAN, RICHARD B., C.B.E.	High Commissioner	Vanuatu	1982	1985	
DORMER	1883	1979	DORMER, SIR CECIL F.J., K.C.M.G., M.V.O.	Counsellor, Embassy	Japan	1926	1929	
DORMER	1883	1979	DORMER, SIR CECIL F.J., K.C.M.G., M.V.O.	Minister	Siam	1929	1934	
DORMER	1883	1979	DORMER, SIR CECIL F.J., K.C.M.G., M.V.O.	Minister/Ambassador	Norway	1934	1941	
DORMER	1883	1979	DORMER, SIR CECIL F.J., K.C.M.G., M.V.O.	Ambassador	Polish Government	1941	1943	
DORSET	1745	1799	DORSET, Rt. Hon. JOHN F., 3rd DUKE OF, K.G.	Ambassador	France	1784	1789	
DOUBLEDAY	1920	1982	DOUBLEDAY, JOHN G., O.B.E.	Deputy High Commissioner	Bahamas	1973	1976	
DOUBLEDAY	1920	1982	DOUBLEDAY, JOHN G., O.B.E.	Deputy High Commissioner	Sri Lanka	1976	1978	
DOUBLEDAY	1920	1982	DOUBLEDAY, JOHN G., O.B.E.	Ambassador	Liberia	1978	1980	
DOUGAL	1938		DOUGAL, MALCOLM G.	Consul-General	Lille	1981	1986	
DOUGAL	1938		DOUGAL, MALCOLM G.	Deputy High Commissioner	Australia	1986	1989	
DOUGAL	1938		DOUGAL, MALCOLM G.	Director, Joint Overseas Trade Directorate, Foreign and Commonwealth Office		1991	1994	
DOUGAL	1938		DOUGAL, MALCOLM G.	Consul-General	San Francisco	1994	1998	
DOUGLAS			DOUGLAS, ANDREW S. (17_-1869)	Secretary of Legation	Two Sicilies	1809	1811	
DOUGLAS			DOUGLAS, ANDREW S. (17_-1869)	Secretary of Legation	Two Sicilies	1813	1824	
DOUGLAS			DOUGLAS, ANDREW S. (17_-1869)	Secretary of Embassy	Netherlands	1824	1829	
DOUGLAS	1789	1858	DOUGLAS, GEORGE S. (later 17th EARL OF MORTON)	Secretary of Legation	Sweden	1812	1815	
DOUGLAS	1789	1858	DOUGLAS, GEORGE S. (later 17th EARL OF MORTON)	Secretary of Legation	Prussia	1816	1823	
DOUGLAS	1960		DOUGLAS, JANET E., C.M.G.	Counsellor and Deputy Head of Mission	Turkey	2011	2017	
DOUGLAS	1960		DOUGLAS, JANET E., C.M.G.	High Commissioner	Barbados	2017		
DOW	1886	1978	DOW, SIR HUGH, G.C.I.E.,, K.C.S.I.	Governor	Sind	1941	1946	
DOW	1886	1978	DOW, SIR HUGH, G.C.I.E.,, K.C.S.I.	Governor	Bihar	1946	1947	
DOW	1886	1978	DOW, SIR HUGH, G.C.I.E.,, K.C.S.I.	Consul-General	Jerusalem	1948	1951	
DOWNING	1919	1998	DOWNING, HENRY J.	Consul-General	Lourenco Marques	1965	1969	
DOWNING	1919	1998	DOWNING, HENRY J.	Head of Claims Department	Foreign and Commonwealth Office	1969	1971	
DOWNING	1919	1998	DOWNING, HENRY J.	Head of Migration and Visa Department	Foreign and Commonwealth Office	1971	1973	
DOWNING	1919	1998	DOWNING, HENRY J.	Consul-General	Cape Town	1973	1977	
DOWSE	1955		DOWSE, TIMOTHY M., C.M.G.	Head of Non-Proliferation Department	Foreign and Commonwealth Office	2001	2003	
DOWSE	1955		DOWSE, TIMOTHY M., C.M.G.	Director, Intelligence and National Security, Foreign and Commonwealth Office		2009	2011	
DOWSE	1955		DOWSE, TIMOTHY M., C.M.G.	Director, Cyber Policy, Foreign and Commonwealth Office		2011	2012	
DOYLE	1804	1887	DOYLE, PERCY W.	Secretary of Legation	Mexico	1842	1851	
DOYLE	1804	1887	DOYLE, PERCY W.	Minister	Mexico	1851	1855	
DRACE-FRANCIS	1943		DRACE-FRANCIS, CHARLES D.S., C.M.G.	Charge d’Affaires	Afghanistan	1984	1987	
DRACE-FRANCIS	1943		DRACE-FRANCIS, CHARLES D.S., C.M.G.	Counsellor, Embassy	Portugal	1987	1990	
DRACE-FRANCIS	1943		DRACE-FRANCIS, CHARLES D.S., C.M.G.	Head of West Indian and Atlantic Department	Foreign and Commonwealth Office	1994	1997	
DRACE-FRANCIS	1943		DRACE-FRANCIS, CHARLES D.S., C.M.G.				2000	
DRAKE	1764	1821	DRAKE, FRANCIS	Secretary of Legation	Denmark	1790	1793	
DRAKE	1764	1821	DRAKE, FRANCIS	Minister Resident	Venice	1793	1793	
DRAKE	1764	1821	DRAKE, FRANCIS	Minister	Genoa	1793	1795	
DRAKE	1764	1821	DRAKE, FRANCIS	Envoy/Minister	Bavaria	1800	1804	
DRAKE	1956		DRAKE, HOWARD R., C.M.G., O.B.E.	Ambassador	Chile	2005	2009	
DRAKE	1956		DRAKE, HOWARD R., C.M.G., O.B.E.	High Commissioner	Jamaica	2010	2013	
DRAKE	1956		DRAKE, HOWARD R., C.M.G., O.B.E.	High Commissioner	Canada	2013	2017	
DREW			DREW, JONATHAN, M.B.E.	High Commissioner	Mauritius	2014	2017	
DREW	1946		DREW, PHILIPPA C., C.B.	Director, Global Issues, Foreign and Commonwealth Office		2002	2006	
DREW	1970		DREW, THOMAS, C.M.G.	Counsellor (Political), High Commission, Pakistan		2006	2008	
DREW	1970		DREW, THOMAS, C.M.G.	Director, Intelligence and National Security, Foreign and Commonwealth Office		2011	2012	
DREW	1970		DREW, THOMAS, C.M.G.	Principal Private Secretary	Foreign Secretary	2012	2014	
DREW	1970		DREW, THOMAS, C.M.G.	High Commissioner	Pakistan	2016		
DRINKALL	1922	2015	DRINKALL, JOHN K., C.M.G.	Counsellor	Cyprus	1965	1967	
DRINKALL	1922	2015	DRINKALL, JOHN K., C.M.G.	Counsellor and Head of Chancery, Embassy	Belgium	1967	1970	
DRINKALL	1922	2015	DRINKALL, JOHN K., C.M.G.	Head of Western European Department	Foreign and Commonwealth Office	1970	1971	
DRINKALL	1922	2015	DRINKALL, JOHN K., C.M.G.	Ambassador	Afghanistan	1972	1976	
DRINKALL	1922	2015	DRINKALL, JOHN K., C.M.G.	High Commissioner	Jamaica	1976	1981	
DRUMMOND	1876	1951	DRUMMOND, Rt. Hon. SIR J. ERIC DRUMMOND, G.C.M.G., C.B. (later 16th EARL OF PERTH)	Private Secretary	Foreign Secretary	1915	1919	
DRUMMOND	1876	1951	DRUMMOND, Rt. Hon. SIR J. ERIC DRUMMOND, G.C.M.G., C.B. (later 16th EARL OF PERTH)	Secretary-General	League of Nations	1919	1933	
DRUMMOND	1876	1951	DRUMMOND, Rt. Hon. SIR J. ERIC DRUMMOND, G.C.M.G., C.B. (later 16th EARL OF PERTH)	Ambassador	Italy	1933	1939	
DRUMMOND	1962		DRUMMOND, RODERICK I.	Counsellor and Deputy Head of Mission	Jordan	2002	2004	
DRUMMOND	1962		DRUMMOND, RODERICK I.	Counsellor and Deputy Head of Mission	Syria	2004	2007	
DRUMMOND	1962		DRUMMOND, RODERICK I.	Counsellor and Deputy Head of Mission	Saudi Arabia	2009	2013	
DRUMMOND	1962		DRUMMOND, RODERICK I.	High Commissioner	Fiji	2013	2016	
DRUMMOND	1833	1907	DRUMMOND, SIR VICTOR A.W., K.C.M.G., C.B.	Secretary of Legation	Brazil	1873	1877	
DRUMMOND	1833	1907	DRUMMOND, SIR VICTOR A.W., K.C.M.G., C.B.	Secretary of Legation	U.S.A.	1877	1882	
DRUMMOND	1833	1907	DRUMMOND, SIR VICTOR A.W., K.C.M.G., C.B.	Secretary of Embassy	Austria-Hungary	1882	1885	
DRUMMOND	1833	1907	DRUMMOND, SIR VICTOR A.W., K.C.M.G., C.B.	Minister Resident, Bavaria, 1885-1903, and Wurttemberg		1890	1903	
DRUMMOND			DRUMMOND, Rt. Hon. SIR WILLIAM (c.1770-1828)	Minister	Two Sicilies	1801	1803	
DRUMMOND			DRUMMOND, Rt. Hon. SIR WILLIAM (c.1770-1828)	Ambassador	Turkey	1803	1803	
DRUMMOND			DRUMMOND, Rt. Hon. SIR WILLIAM (c.1770-1828)	Minister	Two Sicilies	1807	1808	
DRUMMOND-HAY	1816	1893	DRUMMOND-HAY, Rt. Hon. SIR JOHN, G.C.M.G., K.C.B.	Charge d’Affaires/Minister Resident/Minister	Morocco	1856	1886	
DRUMMOND WOLFF	1830	1908	DRUMMOND WOLFF, Rt. Hon. SIR HENRY, G.C.B., G.C.M.G.	Minister	Persia	1887	1891	
DRUMMOND WOLFF	1830	1908	DRUMMOND WOLFF, Rt. Hon. SIR HENRY, G.C.B., G.C.M.G.	Minister	Romania	1891	1892	
DRUMMOND WOLFF	1830	1908	DRUMMOND WOLFF, Rt. Hon. SIR HENRY, G.C.B., G.C.M.G.	Ambassador	Spain	1892	1900	
DRURY	1952		DRURY, ALAN H.	Deputy High Commissioner	Barbados	2004		
DUDDY			DUDDY, IAN	Ambassador	Uruguay	2016		
DUDGEON	1924	1984	DUDGEON, HENRY A., C.M.G.	Counsellor and Head of Chancery, Embassy	Cuba	1966	1969	
DUDGEON	1924	1984	DUDGEON, HENRY A., C.M.G.	Head of Marine and Transport Department	Foreign and Commonwealth Office	1970	1974	
DUDGEON	1924	1984	DUDGEON, HENRY A., C.M.G.	Minister/Deputy High Commissioner	Australia	1976	1980	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Head of Information Policy Department	Foreign Office	1946	1948	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Counsellor	U.K. Delegation to the O.E.E.C.	1949	1950	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Head of United Nations (Economic and Social) Department	Foreign Office	1950	1953	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Deputy Commissioner-General	South-East Asia	1953	1956	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Minister	Romania	1956	1959	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Minister, U.K. Delegation to the United Nations Organization, New York		1959	1961	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Assistant Under-Secretary	Department of Technical Co-operation	1961	1964	
DUDLEY	1907	1971	DUDLEY, SIR ALAN A., K.B.E., C.M.G.	Deputy Secretary	Ministry of Overseas Development	1964	1968	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Counsellor and Head of Chancery, Embassy	Federal Republic of Germany	1962	1965	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Ambassador	Nepal	1964	1965	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Head of South Asia Department	Foreign Office and Commonwealth Office	1965	1969	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Deputy High Commissioner	Malaysia	1969	1972	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	High Commissioner	Kenya	1972	1975	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Deputy Under Secretary for Foreign and Commonwealth Affairs (Middle East/Africa)		1975	1977	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Deputy Under Secretary for Foreign and Commonwealth Affairs (Defence/Intelligence), 1977-1980, and Senior Deputy Under-Secretary		1976	1979	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Deputy Governor	Southern Rhodesia	1979	1979	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Deputy Secretary and Intelligence and Security Co-ordinator	Cabinet Office	1980	1988	
DUFF	1920	2000	DUFF, Rt. Hon. SIR A. ANTONY, G.C.M.G., C.V.O., D.S.O., D.S.C.	Director-General	Security Service	1985	1988	
DUFF	1889	1972	DUFF, SIR C. PATRICK, K.C.B., K.C.V.O.	Deputy High Commissioner	Canada	1941	1944	
DUFF	1889	1972	DUFF, SIR C. PATRICK, K.C.B., K.C.V.O.	High Commissioner	New Zealand	1945	1949	
DUFF	1922	2000	DUFF, PATRICK C., C.M.G.	Head of West Indian and Atlantic Department	Foreign and Commonwealth Office	1975	1980	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Governor-General	Canada	1872	1878	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Ambassador	Russia	1879	1881	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Ambassador	Turkey	1881	1884	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Viceroy of India		1884	1888	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Ambassador	Italy	1888	1891	
DUFFERIN AND AVA	1826	1902	DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF, K.P., G.C.B., G.C.S.I., G.C.M.G., G.C.I.E.	Ambassador	France	1891	1894	
DUFFERIN AND AVA	1866	1918	DUFFERIN AND AVA, TERENCE, 2nd MARQUESS OF	Senior Clerk, Consular Department, Foreign Office		1907	1918	
DUFFIELD			DUFFIELD, LINDA J., C.M.G.	Head of Transcaucasus and Central Asia Unit	Foreign and Commonwealth Office	1994	1995	
DUFFIELD			DUFFIELD, LINDA J., C.M.G.	Deputy High Commissioner	Canada	1995	1999	
DUFFIELD			DUFFIELD, LINDA J., C.M.G.	High Commissioner	Sri Lanka	1999	2002	
DUFFIELD			DUFFIELD, LINDA J., C.M.G.	Director, Wider Europe, Foreign and Commonwealth Office		2002	2004	
DUFFIELD			DUFFIELD, LINDA J., C.M.G.	Ambassador	Czech Republic	2004	2009	
DUGDALE	1915		DUGDALE, ARNOLD C.	Consul-General	Strasbourg	1972	1975	
DUGGAN	1937	1999	DUGGAN, GORDON A., C.M.G.	Commercial and Economic Counsellor	Nigeria	1981	1984	
DUGGAN	1937	1999	DUGGAN, GORDON A., C.M.G.	Consul-General	Zurich	1984	1987	
DUGGAN	1937	1999	DUGGAN, GORDON A., C.M.G.	Head of Trade Relations and Exports/Commercial Management and Exports Department	Foreign and Commonwealth Office	1988	1989	
DUGGAN	1937	1999	DUGGAN, GORDON A., C.M.G.	High Commissioner	Singapore	1991	1997	
DUGGIN	1947		DUGGIN, SIR THOMAS J.	High Commissioner	Vanuatu	1992	1995	
DUGGIN	1947		DUGGIN, SIR THOMAS J.	Head of Security Department/Assistant Director, Personnel (Security)/Head of Security Strategy Unit, Foreign and Commonwealth Office		1995	2001	
DUGGIN	1947		DUGGIN, SIR THOMAS J.	Ambassador	Colombia	2001	2005	
DUKE	1905	1978	DUKE, SIR CHARLES B., K.C.M.G., C.I.E., O.B.E.	Deputy High Commissioner	Pakistan	1948	1948	
DUKE	1905	1978	DUKE, SIR CHARLES B., K.C.M.G., C.I.E., O.B.E.	Counsellor, Embassy	Egypt	1952	1954	
